001;010;2014;10;0017411;00123118285
001;011;2014;10;0028602;00203857263
001;012;2014;10;0026624;00181827028
001;014;2014;10;0061848;00451776006
001;016;2014;10;0030137;00213850988
001;017;2014;10;0043602;00320788889
001;018;2014;10;0015228;00102768182
001;019;2014;10;0038771;00279346069
001;020;2014;10;0020066;00137339942
001;021;2014;10;0007608;00054000000
001;022;2014;10;0041182;00309467522
001;023;2014;10;0035361;00254375538
001;024;2014;10;0014433;00098022211
001;026;2014;10;0047670;00338395534
001;027;2014;10;0017741;00121087867
001;028;2014;10;0047279;00366067998
001;029;2014;10;0009825;00077534806
001;030;2014;10;0073927;00488704930
001;031;2014;10;0076620;00548615053
001;032;2014;10;0031683;00210818410
001;033;2014;10;0060735;00421817660
001;034;2014;10;0040797;00292318111
001;035;2014;10;0033387;00239694173
001;036;2014;10;0015965;00119180231
001;037;2014;10;0007889;00056000000
001;038;2014;10;0032373;00232615280
001;039;2014;10;0020745;00138612709
001;040;2014;10;0009816;00066297306
001;041;2014;10;0025576;00170639722
001;042;2014;10;0041725;00299527478
001;043;2014;10;0020345;00144597375
001;051;2014;10;0018033;00128000000
001;052;2014;10;0011552;00082000000
001;053;2014;10;0014793;00105000000
001;054;2014;10;0023387;00166000000
001;010;2014;11;0018827;00142914754
001;011;2014;11;0030652;00240496915
001;012;2014;11;0027854;00221663687
001;014;2014;11;0085803;00744840276
001;016;2014;11;0031924;00256311170
001;017;2014;11;0058429;00502527093
001;018;2014;11;0016692;00120212266
001;019;2014;11;0042957;00350688496
001;020;2014;11;0021143;00154870485
001;021;2014;11;0008312;00064749722
001;022;2014;11;0046661;00388285050
001;023;2014;11;0040658;00312442930
001;024;2014;11;0014319;00101622018
001;026;2014;11;0061936;00521204779
001;027;2014;11;0018909;00131642803
001;028;2014;11;0051725;00452502685
001;029;2014;11;0012312;00103564020
001;030;2014;11;0086308;00656933285
001;031;2014;11;0073306;00565503438
001;032;2014;11;0034570;00246457596
001;033;2014;11;0069244;00533301982
001;034;2014;11;0046381;00365091722
001;035;2014;11;0030322;00234750308
001;036;2014;11;0019825;00156526721
001;037;2014;11;0008827;00067386468
001;038;2014;11;0037438;00306422084
001;039;2014;11;0021814;00155214994
001;040;2014;11;0010406;00067113463
001;041;2014;11;0023943;00172170151
001;042;2014;11;0047081;00381057270
001;043;2014;11;0020871;00157561036
001;051;2014;11;0021716;00172000000
001;052;2014;11;0014519;00115000000
001;053;2014;11;0016413;00130000000
001;054;2014;11;0027398;00217000000
001;010;2014;12;0059203;00506328566
001;011;2014;12;0091641;00815817389
001;012;2014;12;0096622;00886986011
001;014;2014;12;0227947;02131662281
001;016;2014;12;0101034;00938793821
001;017;2014;12;0178079;01670402576
001;018;2014;12;0050669;00424094908
001;019;2014;12;0135711;01261528675
001;020;2014;12;0060011;00508640622
001;021;2014;12;0021162;00174099523
001;022;2014;12;0143629;01375271886
001;023;2014;12;0125288;01145160649
001;024;2014;12;0044538;00359121495
001;026;2014;12;0160710;01514498729
001;027;2014;12;0055099;00452864253
001;028;2014;12;0162430;01601309104
001;029;2014;12;0039851;00365193314
001;030;2014;12;0286521;02457242586
001;031;2014;12;0160101;01384743063
001;032;2014;12;0080641;00673120605
001;033;2014;12;0167965;01507779593
001;034;2014;12;0131303;01239850647
001;035;2014;12;0076834;00672449294
001;036;2014;12;0063388;00583420238
001;037;2014;12;0028199;00240015994
001;038;2014;12;0101959;00955436666
001;039;2014;12;0068373;00544346986
001;040;2014;12;0027366;00214679043
001;041;2014;12;0071627;00583795662
001;042;2014;12;0124808;01145247682
001;043;2014;12;0075587;00647651719
001;051;2014;12;0057995;00522000000
001;052;2014;12;0035553;00320000000
001;053;2014;12;0041885;00377000000
001;054;2014;12;0075216;00677000000
